子系统,文件,文件职责,当前状态,剩余功能/缺口,依赖或阻塞,优先级,备注
android,master-goods-android/data/sync/src/main/AndroidManifest.xml,功能文件,已完成待联调,Repository/V2 接线已完成首轮，仍待真机联调与更完整本地缓存扩域,owner-aware Room 扩域与真机联调,P2,Android data 层
android,master-goods-android/data/sync/src/main/java/com/zhihuiji/data/sync/SyncRepository.kt,Android 数据仓储,已完成待联调,Repository/V2 接线已完成首轮，仍待真机联调与更完整本地缓存扩域,owner-aware Room 扩域与真机联调,P2,Android data 层
android,master-goods-android/data/sync/src/main/java/com/zhihuiji/data/sync/SyncV2Repository.kt,Android 数据仓储,已完成待联调,Repository/V2 接线已完成首轮，仍待真机联调与更完整本地缓存扩域,owner-aware Room 扩域与真机联调,P2,Android data 层
android,master-goods-android/data/sync/src/test/java/com/zhihuiji/data/sync/SyncV2RepositoryTest.kt,Android 测试,文档/脚本支撑,测试文件本身无新增业务功能，剩余价值在于跟随真实能力补回归用例,随对应业务能力变化补测试,P3,测试支撑
android,master-goods-android/feature/.DS_Store,功能文件,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/agent/DEVELOPMENT.md,Android AI 模块开发说明,部分完成,草稿真实执行闭环、真实 SSE/取消/审计/性能证据仍待补齐,AI 端到端联调与验收,P1,AI 剩余项总入口
android,master-goods-android/feature/agent/build.gradle.kts,构建配置,部分完成,真实 SSE/审计主链已在，但草稿执行闭环、真机取消、性能与发布证据仍待补齐,AI 端到端验收与真实环境证据,P1,Android AI 模块
android,master-goods-android/feature/agent/src/main/AndroidManifest.xml,功能文件,部分完成,真实 SSE/审计主链已在，但草稿执行闭环、真机取消、性能与发布证据仍待补齐,AI 端到端验收与真实环境证据,P1,Android AI 模块
android,master-goods-android/feature/agent/src/main/java/com/zhihuiji/feature/agent/AgentChatScreen.kt,Android 页面,部分完成,真实 SSE/审计主链已在，但草稿执行闭环、真机取消、性能与发布证据仍待补齐,AI 端到端验收与真实环境证据,P1,Android AI 模块
android,master-goods-android/feature/agent/src/main/java/com/zhihuiji/feature/agent/AgentChatViewModel.kt,Android 页面状态与交互,部分完成,真实 SSE/审计主链已在，但草稿执行闭环、真机取消、性能与发布证据仍待补齐,AI 端到端验收与真实环境证据,P1,Android AI 模块
android,master-goods-android/feature/agent/src/main/java/com/zhihuiji/feature/agent/AgentMarkdownText.kt,Android Kotlin 模块,部分完成,真实 SSE/审计主链已在，但草稿执行闭环、真机取消、性能与发布证据仍待补齐,AI 端到端验收与真实环境证据,P1,Android AI 模块
android,master-goods-android/feature/agent/src/main/java/com/zhihuiji/feature/agent/AgentResponseProvenance.kt,Android Kotlin 模块,部分完成,真实 SSE/审计主链已在，但草稿执行闭环、真机取消、性能与发布证据仍待补齐,AI 端到端验收与真实环境证据,P1,Android AI 模块
android,master-goods-android/feature/agent/src/main/java/com/zhihuiji/feature/agent/AgentWorkbenchScreen.kt,Android 页面,部分完成,真实 SSE/审计主链已在，但草稿执行闭环、真机取消、性能与发布证据仍待补齐,AI 端到端验收与真实环境证据,P1,Android AI 模块
android,master-goods-android/feature/agent/src/main/java/com/zhihuiji/feature/agent/AgentWorkbenchViewModel.kt,Android 页面状态与交互,部分完成,真实 SSE/审计主链已在，但草稿执行闭环、真机取消、性能与发布证据仍待补齐,AI 端到端验收与真实环境证据,P1,Android AI 模块
android,master-goods-android/feature/agent/src/main/java/com/zhihuiji/feature/agent/DraftListScreen.kt,Android 页面,部分完成,真实 SSE/审计主链已在，但草稿执行闭环、真机取消、性能与发布证据仍待补齐,AI 端到端验收与真实环境证据,P1,Android AI 模块
android,master-goods-android/feature/agent/src/main/java/com/zhihuiji/feature/agent/DraftListViewModel.kt,Android 页面状态与交互,部分完成,真实 SSE/审计主链已在，但草稿执行闭环、真机取消、性能与发布证据仍待补齐,AI 端到端验收与真实环境证据,P1,Android AI 模块
android,master-goods-android/feature/agent/src/main/java/com/zhihuiji/feature/agent/ResultBlockRenderer.kt,Android Kotlin 模块,部分完成,真实 SSE/审计主链已在，但草稿执行闭环、真机取消、性能与发布证据仍待补齐,AI 端到端验收与真实环境证据,P1,Android AI 模块
android,master-goods-android/feature/agent/src/main/java/com/zhihuiji/feature/agent/RunTracePanel.kt,Android Kotlin 模块,部分完成,真实 SSE/审计主链已在，但草稿执行闭环、真机取消、性能与发布证据仍待补齐,AI 端到端验收与真实环境证据,P1,Android AI 模块
android,master-goods-android/feature/agent/src/main/java/com/zhihuiji/feature/agent/TaskNotificationScreen.kt,Android 页面,部分完成,真实 SSE/审计主链已在，但草稿执行闭环、真机取消、性能与发布证据仍待补齐,AI 端到端验收与真实环境证据,P1,Android AI 模块
android,master-goods-android/feature/agent/src/main/java/com/zhihuiji/feature/agent/TaskNotificationViewModel.kt,Android 页面状态与交互,部分完成,真实 SSE/审计主链已在，但草稿执行闭环、真机取消、性能与发布证据仍待补齐,AI 端到端验收与真实环境证据,P1,Android AI 模块
android,master-goods-android/feature/agent/src/test/java/com/zhihuiji/feature/agent/AgentChatScreenToolStatusTest.kt,Android 测试,文档/脚本支撑,测试文件本身无新增业务功能，剩余价值在于跟随真实能力补回归用例,随对应业务能力变化补测试,P3,测试支撑
android,master-goods-android/feature/agent/src/test/java/com/zhihuiji/feature/agent/AgentChatViewModelAnswerMergeTest.kt,Android 测试,文档/脚本支撑,测试文件本身无新增业务功能，剩余价值在于跟随真实能力补回归用例,随对应业务能力变化补测试,P3,测试支撑
android,master-goods-android/feature/agent/src/test/java/com/zhihuiji/feature/agent/AgentMarkdownTextParserTest.kt,Android 测试,文档/脚本支撑,测试文件本身无新增业务功能，剩余价值在于跟随真实能力补回归用例,随对应业务能力变化补测试,P3,测试支撑
android,master-goods-android/feature/agent/src/test/java/com/zhihuiji/feature/agent/AgentResponseProvenanceTest.kt,Android 测试,文档/脚本支撑,测试文件本身无新增业务功能，剩余价值在于跟随真实能力补回归用例,随对应业务能力变化补测试,P3,测试支撑
android,master-goods-android/feature/agent/src/test/java/com/zhihuiji/feature/agent/AgentStoredResultBlockParseTest.kt,Android 测试,文档/脚本支撑,测试文件本身无新增业务功能，剩余价值在于跟随真实能力补回归用例,随对应业务能力变化补测试,P3,测试支撑
android,master-goods-android/feature/agent/src/test/java/com/zhihuiji/feature/agent/ResultBlockRendererContractTest.kt,Android 测试,文档/脚本支撑,测试文件本身无新增业务功能，剩余价值在于跟随真实能力补回归用例,随对应业务能力变化补测试,P3,测试支撑
android,master-goods-android/feature/auth/DEVELOPMENT.md,模块开发说明,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/auth/build.gradle.kts,构建配置,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/auth/src/main/AndroidManifest.xml,功能文件,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/auth/src/main/java/com/zhihuiji/feature/auth/AuthViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/auth/src/main/java/com/zhihuiji/feature/auth/LoginScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/auth/src/main/java/com/zhihuiji/feature/auth/RegisterScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/customers/DEVELOPMENT.md,模块开发说明,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/customers/build.gradle.kts,构建配置,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/customers/src/main/AndroidManifest.xml,功能文件,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/customers/src/main/java/com/zhihuiji/feature/customers/CustomerDetailScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/customers/src/main/java/com/zhihuiji/feature/customers/CustomerDetailViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/customers/src/main/java/com/zhihuiji/feature/customers/CustomerEditScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/customers/src/main/java/com/zhihuiji/feature/customers/CustomerEditViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/customers/src/main/java/com/zhihuiji/feature/customers/CustomerListScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/customers/src/main/java/com/zhihuiji/feature/customers/CustomerListViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/dashboard/DEVELOPMENT.md,模块开发说明,部分完成,首页已可用，但真实趋势/视觉贴合/真机验收仍待继续,设计稿与真机验收,P1,Android 首页模块
android,master-goods-android/feature/dashboard/build.gradle.kts,构建配置,部分完成,首页已可用，但真实趋势/视觉贴合/真机验收仍待继续,设计稿与真机验收,P1,Android 首页模块
android,master-goods-android/feature/dashboard/src/main/AndroidManifest.xml,功能文件,部分完成,首页已可用，但真实趋势/视觉贴合/真机验收仍待继续,设计稿与真机验收,P1,Android 首页模块
android,master-goods-android/feature/dashboard/src/main/java/com/zhihuiji/feature/dashboard/DashboardScreen.kt,Android 页面,部分完成,首页已可用，但真实趋势/视觉贴合/真机验收仍待继续,设计稿与真机验收,P1,Android 首页模块
android,master-goods-android/feature/dashboard/src/main/java/com/zhihuiji/feature/dashboard/DashboardViewModel.kt,Android 页面状态与交互,部分完成,首页已可用，但真实趋势/视觉贴合/真机验收仍待继续,设计稿与真机验收,P1,Android 首页模块
android,master-goods-android/feature/dashboard/src/test/java/com/zhihuiji/feature/dashboard/DashboardViewModelDependencyTest.kt,Android 测试,文档/脚本支撑,测试文件本身无新增业务功能，剩余价值在于跟随真实能力补回归用例,随对应业务能力变化补测试,P3,测试支撑
android,master-goods-android/feature/finance/DEVELOPMENT.md,模块开发说明,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/finance/build.gradle.kts,构建配置,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/finance/src/main/AndroidManifest.xml,功能文件,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/finance/src/main/java/com/zhihuiji/feature/finance/DailyExpenseScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/finance/src/main/java/com/zhihuiji/feature/finance/DailyExpenseViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/finance/src/main/java/com/zhihuiji/feature/finance/FinanceRecordDetailScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/finance/src/main/java/com/zhihuiji/feature/finance/FinanceRecordListScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/finance/src/main/java/com/zhihuiji/feature/finance/FinanceViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/payments/DEVELOPMENT.md,模块开发说明,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/payments/build.gradle.kts,构建配置,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/payments/src/main/AndroidManifest.xml,功能文件,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/payments/src/main/java/com/zhihuiji/feature/payments/PayOrderDetailScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/payments/src/main/java/com/zhihuiji/feature/payments/PayOrderDetailViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/payments/src/main/java/com/zhihuiji/feature/payments/PayOrderListScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/payments/src/main/java/com/zhihuiji/feature/payments/PayOrderListViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/products/DEVELOPMENT.md,模块开发说明,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/products/build.gradle.kts,构建配置,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/products/src/main/AndroidManifest.xml,功能文件,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/products/src/main/java/com/zhihuiji/feature/products/InventoryLedgerScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/products/src/main/java/com/zhihuiji/feature/products/InventoryLedgerViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/products/src/main/java/com/zhihuiji/feature/products/InventorySnapshotScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/products/src/main/java/com/zhihuiji/feature/products/InventorySnapshotViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/products/src/main/java/com/zhihuiji/feature/products/ProductDetailScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/products/src/main/java/com/zhihuiji/feature/products/ProductDetailViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/products/src/main/java/com/zhihuiji/feature/products/ProductEditScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/products/src/main/java/com/zhihuiji/feature/products/ProductEditViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/products/src/main/java/com/zhihuiji/feature/products/ProductListScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/products/src/main/java/com/zhihuiji/feature/products/ProductListViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/products/src/main/java/com/zhihuiji/feature/products/StockAdjustScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/products/src/main/java/com/zhihuiji/feature/products/StockAdjustViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/purchases/DEVELOPMENT.md,模块开发说明,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/purchases/build.gradle.kts,构建配置,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/purchases/src/main/AndroidManifest.xml,功能文件,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/purchases/src/main/java/com/zhihuiji/feature/purchases/PurchaseOrderDetailScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/purchases/src/main/java/com/zhihuiji/feature/purchases/PurchaseOrderDetailViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/purchases/src/main/java/com/zhihuiji/feature/purchases/PurchaseOrderEditScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/purchases/src/main/java/com/zhihuiji/feature/purchases/PurchaseOrderEditViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/purchases/src/main/java/com/zhihuiji/feature/purchases/PurchaseOrderListScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/purchases/src/main/java/com/zhihuiji/feature/purchases/PurchaseOrderListViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/purchases/src/main/java/com/zhihuiji/feature/purchases/PurchaseReceiptScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/purchases/src/main/java/com/zhihuiji/feature/purchases/PurchaseReceiptViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/purchases/src/main/java/com/zhihuiji/feature/purchases/PurchaseReturnScreen.kt,Android 采购退货页面,部分完成,来源单切换与边界说明已做，但可退数量、退款链路、提交闭环未完成,后端未提供采购退货合同,P0,采购退货核心页面
android,master-goods-android/feature/purchases/src/main/java/com/zhihuiji/feature/purchases/PurchaseReturnViewModel.kt,Android 采购退货状态与交互,部分完成,只能承接边界展示，无法完成真实提交闭环,后端合同缺失,P0,采购退货核心 VM
android,master-goods-android/feature/reports/DEVELOPMENT.md,Android 报表模块开发说明,部分完成,真实趋势、部分口径、真机截图和发布证据仍未完成,报表接口联调与真机验收,P1,报表剩余项总入口
android,master-goods-android/feature/reports/build.gradle.kts,构建配置,部分完成,报表已接真实主链，但真实趋势、部分口径、设计稿贴合与真机证据未完成,报表联调与真机验收,P1,Android 报表模块
android,master-goods-android/feature/reports/src/main/AndroidManifest.xml,功能文件,部分完成,报表已接真实主链，但真实趋势、部分口径、设计稿贴合与真机证据未完成,报表联调与真机验收,P1,Android 报表模块
android,master-goods-android/feature/reports/src/main/java/com/zhihuiji/feature/reports/ReportScreen.kt,Android 页面,部分完成,报表已接真实主链，但真实趋势、部分口径、设计稿贴合与真机证据未完成,报表联调与真机验收,P1,Android 报表模块
android,master-goods-android/feature/reports/src/main/java/com/zhihuiji/feature/reports/ReportViewModel.kt,Android 页面状态与交互,部分完成,报表已接真实主链，但真实趋势、部分口径、设计稿贴合与真机证据未完成,报表联调与真机验收,P1,Android 报表模块
android,master-goods-android/feature/sales/DEVELOPMENT.md,模块开发说明,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/sales/build.gradle.kts,构建配置,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/sales/src/main/AndroidManifest.xml,功能文件,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/sales/src/main/java/com/zhihuiji/feature/sales/PaymentScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/sales/src/main/java/com/zhihuiji/feature/sales/PaymentViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/sales/src/main/java/com/zhihuiji/feature/sales/SaleOrderDetailScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/sales/src/main/java/com/zhihuiji/feature/sales/SaleOrderDetailViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/sales/src/main/java/com/zhihuiji/feature/sales/SaleOrderEditScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/sales/src/main/java/com/zhihuiji/feature/sales/SaleOrderEditViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/sales/src/main/java/com/zhihuiji/feature/sales/SaleOrderListScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/sales/src/main/java/com/zhihuiji/feature/sales/SaleOrderListViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/sales/src/main/java/com/zhihuiji/feature/sales/SalesReturnScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/sales/src/main/java/com/zhihuiji/feature/sales/SalesReturnViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/settings/DEVELOPMENT.md,Android 设置模块开发说明,部分完成,文档已明确缓存统计/清理未实现，且真实店员仍非 store/member 体系,后端成员接口与缓存能力未补,P0,模块剩余项总入口
android,master-goods-android/feature/settings/build.gradle.kts,构建配置,部分完成,设置主链可用，但缓存统计/清理与真实 store/member 语义未完成,后端成员语义与缓存能力缺失,P1,Android 设置模块
android,master-goods-android/feature/settings/src/main/AndroidManifest.xml,功能文件,部分完成,设置主链可用，但缓存统计/清理与真实 store/member 语义未完成,后端成员语义与缓存能力缺失,P1,Android 设置模块
android,master-goods-android/feature/settings/src/main/java/com/zhihuiji/feature/settings/SettingsScreen.kt,Android 页面,部分完成,设置主链可用，但缓存统计/清理与真实 store/member 语义未完成,后端成员语义与缓存能力缺失,P1,Android 设置模块
android,master-goods-android/feature/settings/src/main/java/com/zhihuiji/feature/settings/SettingsViewModel.kt,Android 页面状态与交互,部分完成,设置主链可用，但缓存统计/清理与真实 store/member 语义未完成,后端成员语义与缓存能力缺失,P1,Android 设置模块
android,master-goods-android/feature/settings/src/main/java/com/zhihuiji/feature/settings/StaffManagementScreen.kt,Android 店员与权限页面,部分完成,已接真实 admin users，但不是 store/member 角色绑定管理,后端未提供真实门店成员体系,P0,真实账号管理而非最终 RBAC
android,master-goods-android/feature/settings/src/main/java/com/zhihuiji/feature/settings/StaffManagementViewModel.kt,Android 店员管理状态与交互,部分完成,当前只驱动 `/v1/admin/users` 账号管理，未承接 store/member 语义,后端成员模型未落地,P0,真实账号管理 VM
android,master-goods-android/feature/suppliers/DEVELOPMENT.md,模块开发说明,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/suppliers/build.gradle.kts,构建配置,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/suppliers/src/main/AndroidManifest.xml,功能文件,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/suppliers/src/main/java/com/zhihuiji/feature/suppliers/SupplierDetailScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/suppliers/src/main/java/com/zhihuiji/feature/suppliers/SupplierDetailViewModel.kt,Android 页面状态与交互,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
android,master-goods-android/feature/suppliers/src/main/java/com/zhihuiji/feature/suppliers/SupplierEditScreen.kt,Android 页面,已完成待联调,功能主链大多已具备，剩余工作以真机联调、设计贴合和发布验收为主,真机、后端和发布验收,P2,Android feature 文件
